url	author
http://www.theatlanticwire.com/politics/2013/10/poll-basically-every-american-totally-hates-congress/70340/	Philip Bump
http://vulgarize-nonflying.blogspot.com/2013/10/microsoft-keeps-azure-hits-coming.html	gundersoncharita67
http://www.zerohedge.com/news/2013-11-08/obamacares-biggest-failure-so-far-just-18-uninsured-have-expressed-interest-enrollin	Tyler Durden
http://www.samsunggalaxyleaks.com/htc-comments-on-one-maxs-fingerprint-security/	Tyler Lee
http://zandarvts.blogspot.com/2013/11/stupidinews-election-day-edition.html	Zandar
http://kohl-plumber.blogspot.com/2013/10/windows-81-update-kills-pcs-surf-up-for.html	syllajohnsie22
http://cantotalk.blogspot.com/2013/11/babalu-yo-no-fui-obama-throws-nsa-under.html	Silvio Canto, Jr.
http://www.groovehq.com/blog/1000-subscribers	Alex Turnbull
http://wallstreetpit.com/101380-the-longer-the-shutdown-goes-on-the-blinder-we-will-be/	Menzie Chinn
http://nextbigfuture.com/2013/11/where-are-googles-secret-data-centers.html	brian wang
http://warnewsupdates.blogspot.com/2013/10/world-news-briefs-october-30-2013_30.html	War News Updates Editor
http://www.floatingpath.com/2013/10/09/australia-add-nearly-10000-jobs-unemployment-rate-drops-5-6/	Brandon
http://www.activistpost.com/2013/10/domestic-internet-of-things-begins-to.html	Activist
http://www.computerworld.com/s/article/9243792/Microsoft_waves_more_security_pros_into_the_pool_for_100K_bounties	Gregg Keizer
http://www.slashgear.com/ipad-air-mini-retina-lte-detailed-plus-t-mobile-200mb-no-cost-option-22302692/	Chris Davies
http://www.businessinsider.com/twitter-and-pinterest-in-social-commerce-2013-10	Cooper Smith
http://queenscrap.blogspot.com/2013/10/schneiderman-going-after-airbnb.html	Queens Crapper
http://www.lifehacker.com.au/2013/10/this-list-of-web-development-tips-should-keep-you-busy-this-weekend/	Logan Booker
http://www.infoworld.com/t/cloud-computing/softlayer-ceo-very-big-blue-cloud-coming-229605	Eric Knorr
http://www.midwestenergynews.com/2013/10/11/once-dismissed-as-sewing-circle-swedish-co-op-creates-a-stake-for-women-in-wind-industry/	Dan Haugen
http://www.huffingtonpost.co.uk/charlie-morris/microsoft-playroom_b_4106070.html	Charlie Morris
http://www.mac-talks.com/142100/front-page/apple-seeds-new-build-of-os-x-mavericks-golden-master/	Jordan Golson
http://www.teleread.com/tablet/want-a-new-tablet-with-free-data-and-no-up-front-cost-t-mobile-has-it/	Juli Monroe
http://mashable.com/2013/10/18/lena-dunham-sxsw/	Colin Daileda2013-10-18 19:40:09 UTC
http://www.engadget.com/2013/10/15/intel-posts-q3-earnings/	Jon Fingas
http://medcitynews.com/2013/10/t-mobile-offers-free-monthly-data-package-0-tablets-even-ipad-air/	MedCity News
http://seekingalpha.com/article/1821542-hewlett-packard-time-to-change-your-mind	I Know First Research
http://spacecoastdaily.com/2013/10/many-americans-insurance-cancelled-due-to-obamacare/	Dr. James Palermo
http://www.ghacks.net/2013/10/15/wordpress-use-google-libraries-instead-locally-hosted-ones/	Martin Brinkmann
http://podcasts.infoworld.com/t/security/javas-insecurity-has-doomed-it-the-desktop-228922	Serdar Yegulalp
http://www.thehostingnews.com/datarealm-unveils-cloud-server-platform-29838.html	About
http://news.softpedia.com/news/How-to-Import-Your-My-Opera-Blog-into-WordPress-com-396062.shtml	Lucian Parfeni
http://www.news-to-use.com/2013/10/new-view-14-october-2013.html	Denis Ouellet
http://www.forbes.com/sites/timworstall/2013/10/27/how-amusing-barnes-noble-is-now-amazons-biggest-publishing-problem/	Tim Worstall
http://www.cmswire.com/cms/information-management/has-ibm-just-changed-the-big-data-analytics-market-022779.php	David Roe
http://howto.cnet.com/8301-11310_39-57609243-285/free-online-encrypted-notepad-keeps-it-simple/	Dennis O'Reilly
http://hortonworks.com/blog/hp-to-resell-hortonworks-data-platform/	John Kreisa
http://investigations.nbcnews.com/_news/2013/10/17/20946921-camps-for-troubled-kids-can-be-magnets-for-abuse?lite	Aliza Nadi, Hannah Rappleye, Lisa Riordan Seville and Tom Winter
http://robertjgraham.com/?p=10193	Michael Mimoso
http://internethosted.com/2013/11/01/silent-circle-and-lavabit-create-dark-mail-alliance-for-secure-email/	David Hamilton
http://www.theverge.com/2013/10/30/5047154/sprint-spark-enables-cellular-data-speeds-of-up-to-60mbps	Chris Welch
http://cosmoquest.org/x/365daysofastronomy/2013/10/31/oct-31-monthly-news-roundup-fifty-score-and-counting/	avivah yamani
http://www.kiddycharts.com/linkies/parenting-pin-it-party/parenting-pin-party-21/	Helen
http://knau.org/post/what-really-got-measured-months-jobs-report	Marilyn Geewax
http://thehackernews.com/2013/10/nsa-using-browser-cookies-to-track-tor.html	The Hacker News
http://variety.com/2013/digital/news/nielsen-and-twitter-unveil-social-tv-metrics-showing-how-little-tweets-line-up-with-ratings-1200702169/	Todd Spangler
http://conservativeread.com/helpful-tips-on-navigating-healthcare-gov/	chris
http://www.bloomberg.com/news/2013-10-07/alcatel-lucent-said-to-plan-to-reduce-staff-by-10-000-worldwide.html	Marie Mawad
http://www.valuewalk.com/2013/10/dodd-frank-act-doesnt-trip-up-advisers/	Michael Ide
http://www.news-to-use.com/2013/10/new-view-24-october-2013.html	Denis Ouellet
http://wypr.org/post/port-strike-put-hold-msea-endorses-brown-health-insurance-exchanges-unemployment-taxes	Nathan Sterner
http://www.androidheadlines.com/2013/10/leaked-4-3-firmware-arrives-note-2-n7100.html	Peter Holden
http://reason.com/archives/2013/10/23/no-smoke-yet-ire	Jacob Sullum
http://blog.chron.com/techblog/2013/10/linkpost-10-20-2013/	Dwight Silverman
http://allthingsd.com/20131105/t-mobile-adds-1-million-customers-in-third-quarter/	Ina Fried
http://www.pinsnoop.com/windows/avg-free-antivirus/	+bestway
http://davidtufts.me/2013/10/16/10-ways-to-use-infographics/	thenextweb-com
http://www.nbcnews.com/science/extreme-flying-swifts-make-200-day-non-stop-journey-over-8C11355848	Nidhi Subbaraman
http://www.gadgetreview.com/2013/11/google-mystery-barge.html	Dan Seitz
http://www.latimes.com/entertainment/tv/showtracker/la-et-st-how-ad-industrys-youth-obsession-wrecking-the-tv-business-20131024,0,2122275.story	Scott Collins
http://chi.streetsblog.org/2013/10/15/200000-plus-warnings-in-40-days-proves-we-have-a-speeding-epidemic/	John Greenfield
http://socialtimes.com/5-tips-to-promote-online-events-using-social-media_b136873	Debra Eckerling on October 21, 2013 9:00 AM
http://www.nbcnews.com/science/government-shutdown-could-put-antarctic-research-deep-freeze-8C11354762	Becky Oskin
http://www.cyclelicio.us/2013/davis-california-bicycle-fines/	Richard Masoner
http://www.valuewalk.com/2013/10/hottest-links-twitter/	Jacob Wolinsky
http://www.tuaw.com/2013/10/15/daily-deals-for-october-15-2013-featuring-the-heisenberg-t-shi/	Kelly Hodgkins
http://wemu.org/post/congressmen-berate-sebelius-cancellations-website-woes	Julie Rovner
http://fairlyconservative.com/2013/10/19/rethinking-poverty-in-america/	Cindy
http://www.bloomberg.com/news/2013-11-06/irs-cracks-down-on-breaks-in-land-of-rich-americans.html	Richard Rubin
http://cooldotz.com/blog/teacher-spotlight-ben-jakuben/	cdotz
http://www.techzim.co.zw/2013/10/taking-saucy-salamander-spin/	Garikai Dzoma
http://blogs.msdn.com/b/virtual_pc_guy/archive/2013/10/29/faster-live-migration-with-compression-in-windows-server-2012-r2.aspx	Benjamin Armstrong
http://blogs.barrons.com/techtraderdaily/2013/10/07/ibm-barclays-cuts-to-hold-cash-flow-lackluster-cloud-computing-threatens/	Tiernan Ray
http://www.allvoices.com/contributed-news/15828243-thousands-deliver-message-to-nsa-at-washington-rally-stop-watching-us	Punditty
http://www.bloomberg.com/news/2013-10-06/supreme-owner-made-a-billionaire-feeding-u-s-war-machine.html	David de Jong
http://www.forbes.com/sites/josephsteinberg/2013/10/06/5-lessons-for-entrepreneurs-from-obamacares-failed-launch/	Joseph Steinberg
http://www.washingtonpost.com/national/mothers-more-fatigued-than-dads-but-find-jobs-and-child-care-meaningful-report-finds/2013/10/08/37284b2c-2fc4-11e3-9ccc-2252bdb14df5_story.html	Brigid Schulte
http://www.intomobile.com/2013/10/23/tmobile-unveils-bold-tablet-focused-uncarrier-move-ipad-air-0-down-26-month/	Ian Kersey
http://thebloggingpath.com/2013/10/06/are-conspiracy-theorists-really-the-sane-ones/	FLYNN
http://www.huffingtonpost.com/christopher-burgess/identity-theft-idtheft-is_b_4136341.html	Christopher Burgess
http://akamai.infoworld.com/t/storage/os-x-mavericks-upgrade-destroys-data-reports-western-digital-230100	Woody Leonhard
http://www.oraclerealworld.com/databases-for-every-developer-like-source-code/	khailey
http://davidtufts.me/2013/10/08/google-play-games-gets-new-developer-features-key-player-stats-alerts-and-twice-the-cloud-save-storage/	thenextweb-com
http://arstechnica.com/information-technology/2013/11/swiss-telecos-cloud-aims-to-draw-customers-who-are-fearful-of-spying/	Megan Geuss
http://www.thehostingnews.com/microsoft-addresses-hacking-attempts-30008.html	About
http://medcitynews.com/2013/11/coding-company-github-healthcare-gov-let-us-help/	MedCity News
http://www.educationviews.org/economics-lecturers-accused-of-clinging-to-pre-crash-fallacies/	Staff
http://www.techradar.com/news/internet/cloud-services/don-t-get-lost-in-the-cloud-it-cloud-explained-1184997	TechRadar Pro
http://bitcoinexaminer.org/two-new-bitcoin-exchanges-arise-the-us-based-coinx-and-the-canadian-vault-of-satoshi/	+Maria Santos
http://shredoftruth.com/home/laura-ingraham-forgets-when-the-government-shutdown-happened.html	Media Matters
http://seekingalpha.com/article/1737652-microsoft-and-the-2014-hybrid-cloud-showdown	Gregory Ness
http://cmvlive.com/technology/marketing/facebook-says-48-percent-of-daily-active-users-and-49-percent-of-ad-revenue-come-from-mobile	guestauthor
http://www.bloomberg.com/news/2013-10-18/copper-heads-for-biggest-weekly-gain-in-four-on-chinese-growth.html	Agnieszka Troszkiewicz
http://www.benzinga.com/news/13/10/3991042/iphone-5s-selling-at-twice-the-rate-of-the-5c	Tim Parker
http://www.globalpossibilities.org/soil-proprietor-do-gmos-promote-dirt-conservation/	Nathanael Johnson
http://www.techweekeurope.co.uk/news/vmware-opens-hybrid-cloud-in-europe-129445	Read my other posts
http://www.eonline.com/news/472512/katy-perry-on-russell-brand-split-it-s-like-i-got-punched-in-the-face	Peter Gicas
http://www.wnd.com/2013/10/get-ready-to-talk-about-your-meds-guns-and-lifestyle/	Gina Loudon
http://www.theatlantic.com/technology/archive/2013/10/how-somali-pirates-almost-but-not-quite-halted-vital-climate-change-research/280621/	Richard Schiffman
http://www.unwiredview.com/2013/10/31/kitkat-targeted-at-low-end-phones-and-wearables-nexus-5-might-be-unveiled-today-more-details-leaked/	Vlad Bobleanta
http://nypost.com/2013/11/02/nyc-on-track-to-be-nations-safest-city/	Brad Hamilton
http://www.networkworld.com/news/2013/102513-nsa-spied-on-35-world-275244.html	John Ribeiro
http://www.pcworld.com/article/2057968/stop-the-shockwave-flash-chrome-crash.html	Lincoln Spector @lincolnspector
http://lighthouseinsights.in/social-media-news-from-india-and-the-world-15th-october-2013.html/	Prasant Naidu
http://www.bizpacreview.com/2013/10/29/senators-join-circus-nsa-official-says-were-really-screwed-now-86153	Janeen Capizola
http://www.emptywheel.net/2013/10/26/the-spooks-will-never-have-their-software-self-spying-working/	emptywheel
http://news.softpedia.com/news/NSA-s-Utah-Facility-Suffers-from-Meltdowns-WSJ-389569.shtml	Gabriela Vatu
http://www.alaskadispatch.com/article/20131020/russian-volcano-erupts-prompts-airspace-warnings-alaskas-western-aleutians	Laurel Andrews
http://www.motherjones.com/politics/2013/10/data-mining-companies-sell-your-info	Dana Liebelson
http://hortonworks.com/blog/announcing-apache-hbase-0-96/	Devaraj Das
http://techcrunch.com/2013/10/15/virb-spins-out-of-media-temple/	Josh Constine
http://mashable.com/2013/11/06/adobe-account-hack/	Samantha Murphy Kelly2013-11-06 18:33:26 UTC
http://bigeducationape.blogspot.com/2013/11/all-week-11-9-13-chalk-face.html	mike simpson
http://robertjgraham.com/?p=10354	Dennis Fisher
http://www.ibtimes.co.in/nokia-world-2013-roundup-with-details-515830	robin sinha
http://green-technology-jobs.blogspot.com/2013/10/jaspersoft-wants-to-attract-new-users.html	miciuva
http://www.bloomberg.com/news/2013-11-03/china-oct-non-manufacturing-pmi-rises-to-56-3-from-55-4.html	Bloomberg News
http://vr-zone.com/articles/researchers-claim-created-million-year-data-storage-disk/61385.html	Kenny Doan on October 24, 2013 6:21 am
http://www.mac-talks.com/141933/front-page/apple-increasing-iphone-5s-production-by-75-cutting-iphone-5c-orders-by-35/	Jordan Golson
http://thatsbadass.com/googles-barge-likely-a-modular-floating-retail-space-cbs-reports/	Brittany Turner
http://continuingedupdate.blogspot.com/2013/10/study-finds-higher-rates-of-student.html	Ray
http://www.forbes.com/sites/larrybell/2013/10/22/the-un-ipccs-climate-modeling-procedures-need-serious-remodeling/	Larry Bell
http://jobmarketmonitor.com/2013/10/23/us-government-shutdown-costs-120000-jobs-in-october-says-presidents-chief-economic-adviser-s/	Michel Cournoyer
http://dougpete.wordpress.com/2013/10/17/otr-links-10172013/	dougpete
http://unionwatch.org/bart-transit-strike-begins-in-san-francisco-bay-area/	Mike Shedlock
http://www.rcinet.ca/en/2013/10/11/unprecedented-temperatures-start-in-2020-study/	Radio Canada International
http://www.sqlserver.co.uk/index.php/cloud-the-forecast-is-improving/	Rob Farley
http://thelead.blogs.cnn.com/2013/11/04/obamacare-war-room-docs-fewer-options-higher-prices/	Jake Tapper
http://www.fiercebiotechit.com/story/veeva-stock-soars-following-successful-ipo/2013-10-17	Nick Paul Taylor
http://www.bloomberg.com/news/2013-10-24/legg-mason-s-brandywine-shuns-china-for-european-junk-bonds-1-.html	Rachel Evans and Justina Lee
http://www.startupheat.com/2013/10/14/facebook-acquires-mobile-data-optimization-company-onavo/	Paul Joseph
http://www.iphoneeinstein.com/2013/10/25/why-walmart-and-your-corner-store-may-eventually-use-the-same-cloud-tech/	Stuart Wall
http://variety.com/2013/film/opinion/justin-timberlake-should-stop-acting-1200702227/	Ramin Setoodeh
http://news.cnet.com/8301-1023_3-57607426-93/how-to-opt-out-of-some-targeted-google-ads/	Seth Rosenblatt
http://thecelebritycafe.com/feature/2013/10/carrie-isn-t-likely-win-box-office-gravity-looks-rare-three-peat	Daniel S Levine
http://www.itworld.com/networking/379506/att-looks-28-years-future-cell-towers	Stephen Lawson
http://www.tuaw.com/2013/10/29/a-look-back-at-apples-2013-acquisitions/	Yoni Heisler
http://moneyandthoughts.com/personal-finance-160/	davidalanharmon
http://allthingsd.com/20131015/google-cio-ben-fried-clarifies-remarks-on-dropbox/	Liz Gannes
http://www.tuaw.com/2013/11/01/western-digital-warns-customers-of-mavericks-external-hard-drive/	Michael Grothaus
http://lonelyconservative.com/2013/10/tavis-smiley-the-obama-economy-stinks-but-i-support-him-anyway/	Lonely Conservative
http://www.newrepublic.com/article/115086/tor-snowden-and-battle-over-bitcoin	RAFFAELA WAKEMAN
http://www.pewresearch.org/fact-tank/2013/10/03/20-facts-from-pew-research-center/	Bruce Drake and Andrea Caumont Leave a comment
http://www.techinasia.com/pingtaxi-uber-vietnam/	Anh-Minh Do
http://www.theglobeandmail.com/report-on-business/economy/bank-of-canadas-economists-write-poorly-need-help-audit-finds/article14950702/	Dean Beeby
http://www.theverge.com/2013/10/17/4849728/att-tries-to-reel-in-tablet-users-with-new-data-plans	Chris Welch
http://www.complianceweek.com/capgemini-releases-insurance-platform-as-a-service-offering/article/316984/	GRC Announcements
http://www.energytribune.com/79413/the-medias-collusion-in-the-ipccs-irrational-fifth-assessment-conclusions	Peter C. Glover
http://itechblogbd.blogspot.com/2013/10/techcrunch-iphone-us-cellular-gets.html	MD opu
http://www.businessinsider.com/intel-jumps-into-a-new-14-trillion-market-2013-10	Julie Bort
http://www.bloomberg.com/news/2013-10-25/gold-set-for-second-weekly-gain-on-bets-fed-to-maintain-stimulus.html	Phoebe Sedgman
http://www.completetechnologyresources.com/2013/10/18/5-business-functions-to-virtualize/	Blog Authors Complete Technology Resources Jamie
http://techcrunch.com/2013/10/16/cory-booker-and-the-silicon-valley-makeover-of-the-democratic-party/	Gregory Ferenstein
http://www.insidefutures.com/articles/article.php?id=1083825	Kevin Davitt
http://liliputing.com/2013/10/heres-whats-new-android-4-4-kitkat.html	Brad Linder
http://kttz.org/post/tech-week-was-kids-and-screens-nsa-and-our-data	Elise Hu
http://www.fool.com/investing/general/2013/10/19/advertising-roi-soars-at-facebook-should-google-in.aspx	More Articles
http://www.fiercegovernmentit.com/story/healthcaregov-problems-spark-federal-it-recriminations/2013-10-16	David Perera
http://atthechalkface.com/2013/11/07/naep-nope-why-almost-everyone-will-misread-again-data-on-gaps/	plthomasedd
http://www.caranddriver.com/news/lamborghini-veneno-roadster-photos-and-info-news	ALEXANDER STOKLOSA
http://www.forbes.com/sites/mckinsey/2013/10/22/four-steps-to-turn-big-data-into-action/	McKinsey: Digital Advantage
http://www.thewrap.com/sony-vudu-clips-facebook-digital-copies-home-entertainment	Brent Lang
http://news.cnet.com/8301-1023_3-57610353-93/mystery-google-barge-will-be-invite-only-google-x-showroom-says-report/	Daniel Terdiman
http://www.energyandcapital.com/articles/oracle-nyse-orcl-shareholders-reject-ceo-pay-again/3975	Tim Conneally
http://www.forbes.com/sites/realspin/2013/10/15/the-obamacare-rollout-debacle-is-a-hayekian-teaching-moment/	Capital Flows
http://www.dailykos.com/story/2013/11/04/1252958/-Dianne-Feinstein-releases-reform-bill-that-codifies-the-worst-NSA-abuses	Joan McCarterFollow
http://kvpr.org/post/tech-week-was-surveillance-scope-apples-retail-hire	Elise Hu
http://www.swatsystems.com/2013/10/09/exchange-online-protection-for-business/	SWAT Systems
http://news.cnet.com/8301-1035_3-57606807-94/t-mobiles-international-plan-teased-on-its-own-site/	Dara Kerr
http://readwrite.com/2013/10/23/i-bought-bitcoin-in-person-and-heres-what-happened	Lauren Orsini
http://www.businessinsider.com/big-data-is-the-next-business-paradigm-2013-11	Marcelo Ballve
http://www.theverge.com/2013/10/30/5046286/mystery-barge-in-maine-attracts-google-speculation	Russell Brandom
http://www.bizpacreview.com/2013/10/24/nsa-records-mind-boggling-124-billion-calls-in-one-month-85858	Joe Saunders
http://unionwatch.org/dump-the-masters-bump/	Larry Sand
http://www.thehostingnews.com/leaseweb-finalizes-first-expansion-of-cdn-29911.html	About
http://climateerinvest.blogspot.com/2013/10/machines-to-help-us-enhance-our.html	climateer
http://warincontext.org/2013/10/23/why-the-nsas-defense-of-mass-data-collection-makes-no-sense/	News Sources
http://www.startupshock.com/startups/from-sprint-and-techstars-to-the-fda-a-look-at-the-changing-landscape-facing-health-startups-2/	Rip Empson
http://searchcio.techtarget.com/opinion/Big-data-and-predictive-analytics-When-is-enough-data-enough	Nicole Laskowski
http://hortonworks.com/blog/encrypting-communication-between-hadoop-and-your-analytics-tools/	Carter Shanklin
http://www.iphoneeinstein.com/2013/10/21/id-theft-group-gains-data-from-experian-owned-firm-by-asking-for-it/	Barry Levine
http://www.redesignrevolution.com/un-women-ads-depict-sexism-using-google/	Sherif Farrag graduated with a degree in Political Science and Middle Eastern Studies in 2009 from Columbia University. He enjoys writing, especially about awesome alternative movie posters.
http://androidcommunity.com/firefox-beta-gets-new-home-design-on-android-20131101/	Robert Nelson
http://www.theepochtimes.com/n3/337110-our-world-in-7-headlines-oct-31/	Ingrid Longauerová
http://www.coindesk.com/cryptolocker-malware-demands-bitcoin-ransom/	Emily Spaven
http://revelsystems.com/2013/10/18/fast-food-hacks	Anna
http://cuttinglet.com/apple-macbook-air-recall-notice	Vinay Khanna is a technology Journalist who started his writing carrier with Cuttinglet. Vinay holds a Journalism and engineering degree from the University of Delhi, India. Originally from Mumbai, India he's a big 'Apple' fan.
http://www.fiercehealthpayer.com/story/california-officials-overstated-1st-day-exchange-numbers/2013-10-04	Dina Overland
http://tech.rambergmedia.com/netrange-solution-simplifies-video-on-demand/	PR Technology
http://www.slashgear.com/stanford-scientists-use-3d-imaging-to-reevaluate-earth-core-formation-12301152/	Will Conley
http://news.uic.edu/growing-up-poor-and-stressed-as-a-child-impacts-brain-function-as-an-adult	Sherri McGinnis González October 21, 2013
http://www.medicaldaily.com/childhood-poverty-stress-may-impair-adult-brains-ability-handle-negative-emotions-260651	John Ericson
http://www.ubergizmo.com/2013/10/t-mobiles-next-uncarrier-move-might-bring-global-data-service-without-extra-charges/	Adnan Farooqui on 10/09/2013
http://www.geeky-gadgets.com/downloading-versus-streaming-20-10-2013/	Fletcher Martin
http://www.theverge.com/2013/10/23/4947704/t-mobile-makes-free-ipad-data-offer-official	Chris Welch
http://bigdatapress.com/2013/10/22/governments-big-data-affected-by-shutdown/	fpayan
http://www.washingtonsblog.com/2013/10/fukushima-is-here.html	WashingtonsBlog
http://www.mattoxaz.com/2013/11/06/internet-archive-seeking-donations-to-rebuild-its-fire-damaged-scanning-center/	Catherine Shu
http://www.valuewalk.com/2013/10/david-einhorn-gmcr-short/	Jacob Wolinsky
http://gatesofvienna.net/2013/10/gates-of-vienna-news-feed-10242013/	Baron Bodissey
http://itechblogbd.blogspot.com/2013/11/techhive-kitkat-goodies-unloaded-from.html	MD opu
http://www.businessinsider.com/the-obamacare-part-time-jobs-myth-2013-10	Steven Perlberg
http://www.coolest-gadgets.com/20131106/delta-air-lines-ready-change-flights-work-portable-electronic-devices-allowed-inflight/	Edwin
http://www.spiegel.de/international/world/nsa-hacked-email-account-of-mexican-president-a-928817.html	Jens Glüsing, Laura Poitras, Marcel Rosenbach and Holger Stark
http://techrights.org/2013/11/09/cia-role-in-net-surveillance/	Dr. Roy Schestowitz
http://mobileappsgames.com/2013/10/31/touch-id-takes-hardware-security-to-new-levels-heres-how-why-and-what-it-means/	Allyson Kazmucha
http://siliconangle.com/blog/2013/10/24/this-is-gonna-hurt-obamacare-site-code-needs-major-overhaul/	Kristin Feledy
http://facecrooks.com/Internet-Safety-Privacy/Facebook-Stalker-Script-Exploits-Graph-Search-to-Find-Personal-Info.html/	Tim
http://www.ubergizmo.com/2013/10/samsung-ativ-s-neo-arrives-on-att/	Edwin Kee
http://seekingalpha.com/article/1822422-as-dosage-escalates-so-could-the-market-valuation-of-senesco	George Ronan
http://news.cnet.com/8301-1023_3-57610854-93/chromes-mathml-rejection-riles-research-publishing-crowd/	Stephen Shankland
http://wfpl.org/post/fewer-jobs-expected-sept-jobless-rate-fell	Mark Memmott
http://blog.tstc.org/2013/10/23/nys-passes-complete-streets-law-then-slashes-funding-for-pedestrian-and-bicycle-infrastructure/	Nadine Lemmon
http://www.mercedsunstar.com/2013/10/24/3293163/capitol-alert-am-alert-gov-jerry.html	Jeremy B. White
http://toolsforblackhats.blogspot.com/2013/11/google-barge-likely-modular-floating.html	anon jude
http://leomoo.com/2013/10/from-funding-to-market-share-choosing-a-cloud-computing-startup/	AuthorNews Monitor
http://www.ammoland.com/2013/10/increasing-clouds-and-thunderstorms-for-climate-alarmists/	Published on
http://www.infoworld.com/t/windows-server/microsofts-new-wave-of-server-products-all-the-more-azure-centric-228363	Serdar Yegulalp
http://www.courageinamerica.com/2013/10/the-republican-schism-by-erick-erickson.html	Judy Chaffee
http://www.slashgear.com/att-one-day-tablet-data-pass-launches-to-snipe-down-hotel-wifi-17301943/	Chris Davies
http://www.iphoneeinstein.com/2013/10/10/the-15-best-startups-to-work-for-might-surprise-you/	Meghan Kelly
http://knowledgehubnetworks.com/marketing/harnessing-the-power-of-social-media-at-dell-smac2013-unconference/	Lee Odden
http://www.sfgate.com/wine/article/Experts-dismiss-prediction-of-global-wine-shortage-4941003.php	Stacy Finz
http://news.discovery.com/earth/oceans/climate-change-to-impact-every-inch-of-the-ocean-131016.htm	Laura Poppick, LiveScience
http://lucas2012infos.wordpress.com/2013/11/03/the-blame-game-nsa-chief-points-finger-at-us-diplomats-in-spy-scandal-3-november-2013/	lucas2012infos
http://www.itworld.com/software/380556/hadoop-not-enough-big-data-says-facebook-analytics-chief	Chris Kanaracus
http://arstechnica.com/information-technology/2013/11/hgst-balloons-disk-capacity-with-helium-filled-6tb-drive/	Sean Gallagher
http://www.iphoneinformer.com/12962-flickr-on-iphone-sports-automatic-photo-upload/	William Usher
http://wkyufm.org/post/tech-week-was-kids-and-screens-nsa-and-our-data	Elise Hu
http://www.forbes.com/sites/jeffbercovici/2013/10/15/the-new-republic-asks-its-reporters-to-sell-subscriptions/	Jeff Bercovici
http://www.mobilesocialhub.com/2013/10/28/googles-wifi-passport-keeps-android-users-connected-in-jakarta/	Elaine Huang
http://mashable.com/2013/10/21/lumia-1520-brief/	Stan Schroeder2013-10-21 13:24:03 UTC
http://www.stanforddaily.com/2013/10/12/bitcoin-after-silk-road/	Omar Diab
http://www.iphoneeinstein.com/2013/10/24/twitter-ipo-pricing-17-20share-1-4-to-1-7-billion-total-value/	John Koetsier
http://techrights.org/2013/10/30/japan-uk-freedom-of-the-press/	Dr. Roy Schestowitz
http://techrights.org/2013/10/23/never-secure-with-android/	Dr. Roy Schestowitz
http://bgr.com/2013/10/08/music-industry-revenues-online-piracy/	Brad Reed
http://michellemalkin.com/2013/10/25/what-happened-to-all-of-obamas-technology-czars/	Michelle Malkin  •  October 25, 2013 10:04 AM
http://gigaom.com/2013/10/12/armed-with-apis-developers-will-drive-the-composable-enterprise/	Antony Falco, Orchestrate.io
http://foxnomad.com/2013/11/12/best-gifts-buy-traveler-life-end-2013/	Anil Polat
http://www.bloomberg.com/news/2013-10-21/etfs-churning-most-cash-ever-as-47-billion-flows-back-to-market.html	Nick Taborek
http://news.cnet.com/8301-17938_105-57611368-1/comet-of-the-century-ison-coming-into-view-this-week/	Eric Mack
http://www.crowdfundinsider.com/2013/10/24793-successful-kickstarter-category-may-surprise/	Charles Luzar
http://arstechnica.com/gadgets/2013/10/slow-moving-zombie-technologies-that-refuse-to-die/	Casey Johnston
http://general-news-hot.blogspot.com/2013/11/the-most-popular-stories-on-betanews.html	victoria valdes
http://www.bloomberg.com/news/2013-10-23/crude-falls-to-3-month-low-on-forecast-u-s-supply-rise.html	Moming Zhou
http://www.iphoneeinstein.com/2013/10/30/neustar-buys-aggregate-knowledge-for-119m-to-help-marketers-target-audiences-on-social-media/	Christina Farr
http://www.lawfareblog.com/2013/11/the-week-that-was-all-of-lawfare-in-one-post-30/	Nick Basciano
http://reviews.cnet.com/8301-13746_7-57607001-48/toyota-rolling-out-near-autonomous-cars-in-five-years/	Wayne Cunningham
http://www.theverge.com/2013/10/31/5047932/healthcare-gov-transferring-private-user-information-third-parties	Adrianne Jeffries
http://techcrunch.com/2013/10/18/windows-azure-offers-up-to-22-price-drop-for-memory-intensive-apps-while-questions-remain-about-running-an-in-house-cloud/	Alex Williams
http://moonbattery.com/?p=38443	Dave Blount
http://www.chiefmarketer.com/web-marketing/37-marketing-tools-help-spy-competitors-10102013	Chief Marketer Staff
http://www.searchenginejournal.com/stop-spam-comments-good/72335/	Charles Floate
http://www.bloomberg.com/news/2013-11-02/fed-gives-banks-new-dire-scenarios-for-2014-stress-tests.html	Joshua Zumbrun
http://mashable.com/2013/11/07/thirdlove-bra-app/	Eva Recinos2013-11-07 20:19:12 -0500
http://www.computerworld.com/s/article/9243130/So_much_data_so_little_security_what_happens_if_your_city_gets_hacked_	Johanna Ambrosio
http://www.mostiwant.com/blog/bitdefender-sphere-free-serial-license-key/	William
http://www.cloudcomputingpath.com/the-rise-of-wordpress-cloud/	Tim
http://www.popsci.com/article/science/nfl-concussion-expert-rich-ellenbogen-i-really-don%E2%80%99t-care-who%E2%80%99s-blame-we-just-have	Shaunacy Ferro
http://gigaom.com/2013/11/09/a-quick-reminder-of-why-cloud-computing-really-matters-the-applications/	Derrick Harris
http://www.androidcentral.com/android-44-kitkat-official-launching-nexus-5	Google +
http://www.medianama.com/2013/11/223-e-commerce-digest-amazon-irctc-snapdeal/	NT Balanarayan
